VisitorId,Time entered,Time spent (mins),Money spent (euros),Day
1427,7:37:07 PM,109,39.76,1
2888,12:43:29 PM,57,34.11,1
3354,9:27:53 AM,76,14.25,1
4474,11:31:15 AM,84,20.73,1
1494,8:43:07 PM,105,24.66,1
2621,10:39:12 AM,50,41.49,1
1678,4:18:40 PM,51,23.3,1
3443,12:50:21 PM,35,48.55,1
73,3:13:15 PM,28,16.07,1
474,7:49:45 PM,20,27.84,1
2411,2:23:07 PM,102,21.96,1
3351,10:48:36 AM,65,35.33,1
3163,10:52:48 AM,26,25.01,1
2208,10:13:14 AM,12,22.58,1
1978,12:13:03 PM,55,45.95,1
4017,6:12:01 PM,46,33.79,1
3279,7:17:51 PM,109,45.96,1
2348,5:14:36 PM,60,44.04,1
2033,2:45:58 PM,61,29.03,1
2006,1:42:42 PM,81,47.72,1
775,2:43:40 PM,57,18.16,1
4114,3:01:19 PM,57,14.57,1
3572,7:58:45 PM,85,37.23,1
3134,3:39:56 PM,12,23.89,1
429,1:46:40 PM,18,11.7,1
4432,1:07:53 PM,36,10.6,1
1126,2:00:39 PM,104,29.73,1
1803,10:48:25 AM,47,23.35,1
4412,10:25:27 AM,75,44.77,1
3246,1:32:16 PM,111,20.14,1
1315,4:47:15 PM,109,19.52,1
4681,8:03:23 PM,99,41.78,1
379,3:29:31 PM,71,41.82,1
1845,4:27:27 PM,80,23.64,1
3863,5:03:40 PM,92,27.14,1
4202,6:19:04 PM,14,20.33,1
2326,11:05:59 AM,102,29.36,1
313,3:09:01 PM,20,18.03,1
4016,3:04:07 PM,52,19.6,1
3504,9:53:23 AM,111,26.17,1
129,2:52:23 PM,62,37.94,1
4743,5:04:39 PM,56,18.88,1
2667,6:06:11 PM,96,37.6,1
830,12:53:46 PM,57,29.96,1
1405,11:59:34 AM,44,49.21,1
1989,5:01:09 PM,11,17.7,1
2019,9:35:21 AM,92,11.01,1
3077,5:04:56 PM,48,13.99,1
2465,12:46:18 PM,14,29.22,1
3767,11:33:14 AM,77,40.41,1
1631,5:38:07 PM,42,17.41,1
1182,4:40:03 PM,111,27.44,1
330,12:28:48 PM,25,13.97,1
3056,8:02:56 PM,50,43.11,1
199,8:07:16 PM,85,15.0,1
756,7:01:23 PM,82,30.76,1
2024,9:08:19 AM,11,43.08,1
4194,8:12:16 PM,93,22.7,1
147,2:18:02 PM,37,20.86,1
1159,6:55:04 PM,62,18.76,1
1427,9:18:04 AM,49,31.05,1
4355,6:17:36 PM,21,17.0,1
4022,1:06:08 PM,49,26.63,1
3663,4:47:13 PM,53,33.48,1
4493,4:58:46 PM,74,11.32,1
957,7:04:44 PM,29,31.59,1
3544,12:23:44 PM,109,46.97,1
4755,7:36:55 PM,104,36.7,1
877,12:48:25 PM,74,18.55,1
3476,3:57:33 PM,37,36.82,1
1373,6:31:28 PM,43,45.43,1
3117,3:36:24 PM,99,35.76,1
3409,4:48:44 PM,73,41.71,1
1877,12:47:24 PM,97,30.0,1
3999,8:49:38 PM,109,36.96,1
3138,3:01:05 PM,86,22.92,1
918,7:34:08 PM,40,47.99,1
3548,1:43:47 PM,61,46.25,1
4089,7:29:35 PM,99,24.96,1
78,2:27:18 PM,102,17.37,1
919,6:13:28 PM,28,41.1,1
4750,4:47:56 PM,90,31.46,1
4965,8:35:28 PM,21,10.52,1
1283,10:46:19 AM,74,49.96,1
181,4:56:35 PM,36,43.8,1
330,10:35:54 AM,115,28.51,1
930,11:21:53 AM,104,30.75,1
1765,2:36:03 PM,12,18.86,1
1452,7:23:37 PM,115,46.24,1
2385,11:52:13 AM,13,24.04,1
1567,5:02:37 PM,52,15.25,1
1120,7:52:39 PM,77,31.2,1
1951,1:33:54 PM,83,46.09,1
955,9:14:02 AM,36,31.9,1
3751,4:04:13 PM,52,44.77,1
3334,2:05:59 PM,110,41.6,1
1430,11:23:33 AM,70,45.2,1
1729,5:00:43 PM,66,16.2,1
2207,4:42:25 PM,25,17.79,1
569,10:11:00 AM,14,41.4,1
2947,11:51:13 AM,20,43.03,1
4701,7:55:04 PM,84,32.82,1
1261,4:46:35 PM,53,15.73,1
4610,12:44:31 PM,54,29.74,1
1464,12:07:14 PM,107,34.51,1
789,9:22:56 AM,57,41.77,1
2175,3:09:16 PM,41,22.87,1
3313,2:55:29 PM,13,20.33,1
3691,1:21:04 PM,70,11.21,1
2927,10:37:10 AM,77,31.51,1
4749,5:16:08 PM,97,23.88,1
4878,8:25:13 PM,50,27.52,1
4567,10:52:26 AM,15,26.83,1
106,11:45:41 AM,110,29.44,1
3217,5:57:46 PM,26,36.9,1
2146,10:45:26 AM,42,34.84,1
1468,6:58:16 PM,60,10.06,1
3187,2:04:36 PM,70,48.43,1
4139,6:58:36 PM,63,41.31,1
1094,7:40:00 PM,37,33.68,1
4436,3:38:39 PM,80,24.64,1
611,4:21:51 PM,39,42.54,1
363,4:42:57 PM,89,43.61,1
3465,12:25:40 PM,13,23.31,1
2652,12:50:44 PM,112,45.76,1
1545,4:24:42 PM,89,13.96,1
4327,1:00:57 PM,42,39.03,1
3884,5:10:42 PM,70,34.58,1
261,7:22:54 PM,77,20.87,1
37,10:31:15 AM,32,23.85,1
2156,12:52:54 PM,53,42.43,1
695,9:36:20 AM,76,37.54,1
616,5:31:27 PM,84,34.7,1
489,10:00:24 AM,27,14.26,1
1918,9:03:44 AM,99,28.71,1
2845,10:09:23 AM,97,18.52,1
269,10:03:39 AM,71,45.11,1
473,8:26:14 PM,88,46.3,1
1039,5:05:29 PM,55,36.72,1
1583,7:53:11 PM,11,34.15,1
1985,9:41:30 AM,33,20.96,1
1528,10:02:32 AM,62,41.64,1
3210,5:59:46 PM,70,15.63,1
1419,10:51:52 AM,26,35.19,1
927,4:55:22 PM,98,19.89,1
981,9:30:11 AM,30,37.68,1
3603,7:49:45 PM,54,32.12,1
569,12:33:55 PM,16,10.9,1
2638,6:19:19 PM,14,15.9,1
4849,11:17:25 AM,81,41.47,1
338,3:44:28 PM,90,39.39,1
3320,4:58:24 PM,105,32.62,1
3260,8:50:56 PM,59,22.57,1
1465,3:28:07 PM,12,43.56,1
850,1:21:16 PM,82,25.67,1
660,2:56:17 PM,111,15.38,1
4405,4:04:56 PM,71,31.1,1
1535,9:42:02 AM,113,19.5,1
3257,5:39:29 PM,73,32.95,1
4219,8:13:56 PM,117,29.77,1
2119,5:00:09 PM,39,15.83,1
4671,10:37:31 AM,116,40.3,1
2133,10:08:02 AM,87,14.44,1
3652,11:32:23 AM,97,33.42,1
1719,10:01:10 AM,53,22.47,1
4517,2:50:33 PM,87,21.04,1
2700,2:22:51 PM,49,13.99,1
4960,2:39:24 PM,51,43.37,1
2823,5:16:23 PM,91,37.88,1
3076,6:36:39 PM,20,47.7,1
2512,5:25:01 PM,14,11.16,1
2855,9:09:46 AM,83,32.66,1
606,2:21:47 PM,10,14.42,1
3398,2:42:44 PM,51,42.24,1
2615,6:54:56 PM,110,32.34,1
2794,9:10:27 AM,95,22.74,1
1068,3:57:10 PM,29,25.95,1
4470,3:42:59 PM,106,44.26,1
4166,10:09:15 AM,44,29.18,1
1102,1:48:46 PM,120,23.02,1
402,11:31:14 AM,102,14.38,1
3185,12:54:22 PM,93,25.96,1
2302,9:35:32 AM,58,13.13,1
2079,4:20:39 PM,98,41.14,1
4558,10:34:14 AM,38,10.84,1
1801,12:11:36 PM,66,25.04,1
4565,9:34:32 AM,99,20.5,1
3402,8:51:40 PM,102,29.73,1
4831,2:46:01 PM,50,28.82,1
576,8:29:46 PM,46,18.08,1
2111,12:14:47 PM,101,36.96,1
1564,7:04:30 PM,30,26.09,1
4662,2:29:45 PM,42,29.15,1
3687,3:22:19 PM,73,35.76,1
175,10:50:54 AM,112,26.37,1
554,10:57:10 AM,57,21.97,1
4910,4:44:15 PM,65,27.03,1
1446,5:03:27 PM,70,18.54,1
2245,5:23:10 PM,91,23.37,1
2871,6:03:06 PM,86,25.07,1
3911,3:42:25 PM,67,43.09,1
244,8:02:40 PM,28,15.58,1
3937,2:19:27 PM,86,33.81,1
3688,8:45:01 PM,23,20.38,1
108,4:04:40 PM,109,42.2,1
2759,12:40:59 PM,107,11.98,1
2811,1:58:31 PM,72,41.29,1
3668,4:42:22 PM,21,33.08,1
1648,1:54:18 PM,87,28.44,1
2706,6:46:29 PM,31,38.92,1
1692,12:18:55 PM,30,33.48,1
1515,2:04:44 PM,62,12.97,1
3098,6:24:33 PM,87,41.7,1
1174,1:16:19 PM,33,20.87,1
1428,12:18:45 PM,50,41.32,1
1403,5:37:40 PM,111,27.64,1
1533,9:52:40 AM,60,43.83,1
1484,8:08:19 PM,52,36.11,1
4489,4:24:33 PM,25,11.99,1
1288,5:56:46 PM,103,45.08,1
319,2:51:15 PM,80,37.25,1
4467,12:00:27 PM,20,43.07,1
651,3:59:13 PM,28,31.79,1
4701,4:26:26 PM,35,49.67,1
3309,11:31:06 AM,103,14.38,1
1294,9:57:57 AM,10,47.24,1
1315,4:39:31 PM,15,20.07,1
1010,4:03:24 PM,90,33.68,1
2525,5:47:19 PM,81,40.3,1
2139,4:48:26 PM,93,34.63,1
3495,2:54:51 PM,48,16.82,1
4312,3:57:17 PM,98,43.57,1
4234,1:45:02 PM,74,28.51,1
4014,8:43:03 PM,12,12.32,1
181,11:34:54 AM,76,23.47,1
2046,12:22:05 PM,114,25.92,1
297,4:31:23 PM,18,49.93,1
3713,2:04:25 PM,56,40.78,1
752,7:20:58 PM,53,43.38,1
1003,5:31:28 PM,68,39.44,1
2362,7:47:42 PM,87,43.24,1
2126,2:17:03 PM,76,25.84,1
4109,9:47:35 AM,113,19.2,1
1342,5:48:57 PM,55,32.72,1
1159,9:41:41 AM,66,38.19,1
2757,11:50:12 AM,52,28.92,1
3532,9:22:45 AM,99,18.87,1
4892,7:21:36 PM,14,14.24,1
1292,6:44:51 PM,59,12.55,1
4146,10:11:35 AM,109,47.4,1
256,3:41:33 PM,92,41.97,1
2087,8:36:06 PM,65,11.79,1
2332,11:44:30 AM,43,40.88,1
2903,6:54:41 PM,75,11.23,1
2322,6:25:11 PM,52,47.0,1
2271,5:59:27 PM,64,25.6,1
2464,3:55:25 PM,59,46.98,1
2033,9:00:02 AM,110,21.3,1
4357,1:05:08 PM,39,44.15,1
1828,5:05:17 PM,101,39.84,1
3904,4:10:19 PM,33,21.29,1
4231,9:33:24 AM,35,25.16,1
1888,1:39:12 PM,97,14.76,1
495,5:30:43 PM,107,36.69,1
4474,12:51:56 PM,97,24.15,1
1118,2:53:15 PM,30,48.72,1
4202,1:46:14 PM,108,40.15,1
3615,9:38:07 AM,63,44.26,1
2924,4:17:52 PM,115,11.46,1
577,5:28:25 PM,105,16.94,1
3462,4:44:59 PM,107,31.26,1
4299,2:01:31 PM,109,37.6,1
2533,6:48:17 PM,48,27.32,1
540,6:50:14 PM,80,20.54,1
408,1:33:13 PM,69,15.81,1
3300,10:09:44 AM,97,35.32,1
3438,7:47:27 PM,118,47.25,1
2801,9:20:45 AM,113,17.65,1
2210,8:54:31 PM,103,23.43,1
4145,1:41:23 PM,85,13.64,1
2153,12:39:28 PM,35,13.22,1
2270,10:04:00 AM,46,22.79,1
2239,9:17:53 AM,108,36.0,1
3554,4:49:58 PM,20,38.07,1
4224,4:00:18 PM,47,49.67,1
3572,6:37:52 PM,83,10.12,1
3100,9:59:58 AM,18,41.07,1
1385,7:28:19 PM,92,11.95,1
2743,2:17:00 PM,100,38.15,1
2311,3:30:04 PM,24,47.95,1
546,3:18:39 PM,54,28.15,1
1171,11:55:39 AM,29,11.36,1
1601,5:57:29 PM,77,36.41,1
1509,5:43:10 PM,89,19.97,1
2861,2:46:50 PM,61,28.55,1
1147,5:15:06 PM,43,29.74,1
1750,4:28:59 PM,31,42.38,1
3524,7:30:09 PM,66,17.72,1
65,3:08:25 PM,93,12.8,1
1372,8:39:42 PM,62,14.97,1
675,11:51:21 AM,57,43.64,1
630,12:22:57 PM,92,41.22,1
1400,10:53:04 AM,44,17.11,1
388,4:57:32 PM,56,13.22,1
3144,1:53:47 PM,37,24.61,1
4473,9:56:52 AM,116,31.9,1
4840,8:53:05 PM,30,27.96,1
2280,4:45:02 PM,113,45.51,1
2546,6:58:52 PM,52,37.14,1
4021,8:20:56 PM,38,46.52,1
2138,3:14:48 PM,79,41.11,1
224,3:09:09 PM,73,29.22,1
4283,9:24:46 AM,40,18.67,1
2699,2:03:19 PM,91,26.56,1
585,4:39:27 PM,56,42.03,1
3510,7:46:10 PM,28,37.56,1
4551,6:27:59 PM,120,40.36,1
159,9:27:37 AM,73,15.91,1
301,4:17:13 PM,84,49.91,1
479,1:06:49 PM,109,40.99,1
1981,7:16:04 PM,15,19.01,1
4225,8:31:54 PM,47,36.37,1
3953,6:34:26 PM,70,46.05,1
2733,8:06:33 PM,46,31.78,1
3780,6:53:29 PM,60,47.31,1
2297,4:33:13 PM,59,29.01,1
3571,7:48:36 PM,55,30.28,1
3612,5:10:01 PM,76,19.51,1
596,10:05:05 AM,70,35.86,1
3970,2:04:45 PM,11,20.69,1
2084,9:12:08 AM,86,44.28,1
3923,9:43:03 AM,87,36.73,1
3338,9:31:14 AM,57,43.59,1
3132,3:18:05 PM,91,12.12,1
4039,11:58:33 AM,88,30.79,1
1109,5:30:46 PM,106,24.81,1
327,5:16:10 PM,77,44.7,1
2622,8:34:47 PM,61,45.6,1
4302,10:32:21 AM,108,31.85,1
730,3:01:31 PM,44,31.17,1
1402,12:25:41 PM,18,25.75,1
3579,9:16:34 AM,44,13.81,1
4296,10:58:51 AM,12,36.83,1
1691,10:46:10 AM,120,37.83,1
624,8:06:05 PM,82,37.31,1
373,11:28:26 AM,92,19.08,1
2498,5:35:52 PM,44,10.65,1
234,2:10:47 PM,53,32.1,1
3809,12:30:53 PM,83,23.86,1
798,2:25:36 PM,60,12.31,1
4365,4:05:32 PM,63,42.17,1
2758,11:12:59 AM,80,31.9,1
754,11:44:16 AM,100,14.03,1
3000,3:54:02 PM,97,36.65,1
1407,4:30:29 PM,44,49.91,1
1047,10:20:49 AM,66,24.16,1
2099,10:32:16 AM,76,25.68,1
222,2:55:35 PM,98,15.16,1
672,12:26:39 PM,111,39.61,1
2417,11:02:04 AM,113,25.92,1
3131,5:45:08 PM,41,20.41,1
399,5:14:58 PM,105,31.31,1
2944,11:16:19 AM,106,17.97,1
348,4:37:33 PM,70,27.34,1
778,12:01:53 PM,78,40.35,1
2642,8:30:07 PM,31,15.17,1
943,10:46:13 AM,106,44.96,1
1334,1:11:58 PM,10,27.39,1
3685,6:50:19 PM,27,43.8,1
3779,11:56:02 AM,110,10.63,1
1044,2:16:37 PM,42,35.07,1
4915,12:13:48 PM,41,21.9,1
313,5:08:47 PM,103,15.79,1
496,11:22:54 AM,63,31.58,1
494,2:05:20 PM,29,20.04,1
2521,1:15:41 PM,77,49.79,1
1469,8:24:25 PM,32,36.16,1
4515,9:14:11 AM,90,26.29,1
4834,1:24:58 PM,85,28.1,1
3099,5:53:49 PM,113,31.82,1
1759,8:19:03 PM,44,11.43,1
3764,11:37:02 AM,17,43.58,1
2029,9:50:05 AM,15,20.48,1
4934,11:17:24 AM,110,14.66,1
2096,6:24:17 PM,118,41.33,1
966,4:39:33 PM,31,42.63,1
86,8:59:42 PM,77,14.42,1
4484,8:29:13 PM,43,33.43,1
4757,6:04:17 PM,62,30.2,1
4343,6:32:05 PM,75,15.31,1
794,7:50:11 PM,59,37.12,1
426,4:07:13 PM,26,31.25,1
2206,2:17:44 PM,52,40.74,1
526,11:39:46 AM,116,14.37,1
1771,4:45:25 PM,52,23.31,1
3068,10:46:58 AM,12,32.57,1
4304,11:16:14 AM,36,19.74,1
2474,12:58:43 PM,111,13.24,1
4846,12:53:45 PM,80,26.11,1
2610,3:10:48 PM,30,10.11,1
563,2:39:22 PM,58,10.15,1
3488,11:47:52 AM,58,24.9,1
2406,9:07:24 AM,58,31.06,1
4195,11:37:40 AM,13,34.31,1
3770,3:08:36 PM,59,25.33,1
79,9:25:11 AM,100,31.46,1
1828,11:32:59 AM,80,34.51,1
4549,3:07:09 PM,12,29.19,1
4443,6:20:57 PM,24,23.42,1
4767,6:26:26 PM,36,46.99,1
3075,3:43:18 PM,119,30.11,1
394,4:11:25 PM,45,19.62,1
2594,2:54:34 PM,14,34.52,1
1605,9:36:40 AM,46,36.32,1
4209,2:52:05 PM,38,48.86,1
2093,10:53:47 AM,72,30.08,1
4143,4:29:58 PM,66,25.06,1
2815,9:08:36 AM,69,33.8,1
4062,3:54:42 PM,84,36.24,1
315,5:56:30 PM,92,18.62,1
2842,7:30:11 PM,59,48.58,1
365,1:10:02 PM,23,36.66,1
2414,3:54:09 PM,11,16.19,1
3438,3:09:31 PM,75,18.25,1
6,1:01:11 PM,105,34.86,1
682,3:13:36 PM,84,16.54,1
3693,7:15:18 PM,33,23.21,1
4827,1:48:52 PM,32,49.68,1
3093,1:19:34 PM,92,23.81,1
1767,11:23:06 AM,29,47.35,1
2122,3:24:49 PM,105,49.01,1
522,6:20:31 PM,58,16.56,1
129,8:48:39 PM,30,33.46,1
2208,9:25:31 AM,112,25.53,1
4445,8:19:56 PM,45,43.91,1
4989,12:13:08 PM,76,42.01,1
1756,1:04:51 PM,112,24.33,1
1613,5:25:35 PM,17,21.51,1
3346,3:03:41 PM,86,31.38,1
1709,2:11:04 PM,84,15.43,1
1219,8:41:12 PM,60,20.86,1
567,4:59:04 PM,39,20.35,1
2704,8:24:20 PM,29,38.63,1
4594,1:12:17 PM,46,26.53,1
1303,1:32:35 PM,107,48.54,1
897,4:06:24 PM,67,11.18,1
1549,3:45:26 PM,70,27.54,1
2528,10:09:43 AM,11,36.5,1
2458,2:03:51 PM,106,26.13,1
2726,12:11:02 PM,101,15.2,1
2764,5:34:33 PM,81,35.64,1
939,2:53:23 PM,103,38.04,1
2594,2:13:22 PM,56,43.88,1
2372,2:13:13 PM,88,33.69,1
3231,1:39:45 PM,69,37.01,1
3118,7:50:12 PM,31,40.63,1
2244,8:55:01 PM,45,12.41,1
1009,4:13:28 PM,69,15.45,1
2733,8:38:24 PM,109,49.55,1
4131,6:56:00 PM,33,19.43,1
4737,1:52:14 PM,48,36.41,1
631,9:34:13 AM,19,45.89,1
4869,2:38:24 PM,30,16.84,1
3086,7:49:32 PM,27,26.21,1
1463,3:11:02 PM,33,27.25,1
1020,9:45:31 AM,116,24.02,1
4664,10:22:24 AM,27,20.81,1
3090,6:56:19 PM,54,31.23,1
1980,3:50:45 PM,52,32.02,1
1934,8:02:34 PM,68,29.72,1
4205,11:14:58 AM,85,14.96,1
3830,11:12:47 AM,55,48.17,1
714,12:47:34 PM,26,10.55,1
3091,7:14:03 PM,40,18.05,1
4614,2:38:27 PM,66,37.05,1
4474,7:03:50 PM,55,18.46,1
4569,3:41:30 PM,50,32.17,1
3266,6:11:06 PM,14,20.45,1
2824,1:39:56 PM,38,37.71,1
889,4:25:31 PM,10,22.21,1
3184,11:03:52 AM,32,47.94,1
1864,1:04:28 PM,96,30.41,1
2509,11:41:56 AM,26,29.16,1
4998,8:36:24 PM,27,10.45,1
720,2:04:22 PM,30,41.69,1
4921,4:00:41 PM,33,21.14,1
3638,9:48:06 AM,47,33.0,1
3109,9:57:02 AM,16,14.75,1
1510,3:14:54 PM,117,44.41,1
3215,6:54:53 PM,120,15.67,1
3052,10:44:20 AM,64,42.91,1
4976,4:58:05 PM,59,24.28,1
2509,1:04:59 PM,108,21.03,1
2027,4:41:47 PM,86,46.46,1
1228,6:23:10 PM,109,12.03,1
1137,12:08:54 PM,19,49.4,1
2761,2:06:42 PM,42,21.95,1
2056,4:42:18 PM,59,14.12,1
456,12:33:50 PM,100,12.05,1
4582,8:19:26 PM,100,49.74,1
3023,7:44:39 PM,94,10.77,1
3995,4:47:32 PM,35,21.78,1
2137,7:36:49 PM,56,23.72,1
2078,7:47:40 PM,94,43.18,1
2738,6:38:49 PM,70,12.68,1
4448,3:39:27 PM,116,45.14,1
1839,10:33:33 AM,61,42.88,1
1852,1:23:42 PM,15,36.18,1
1523,5:37:14 PM,96,17.64,1
3413,2:59:13 PM,120,34.64,1
1042,1:28:28 PM,23,34.73,1
1017,12:02:36 PM,34,25.87,1
1822,7:34:03 PM,55,25.63,1
1862,6:37:51 PM,78,46.2,1
914,8:18:22 PM,75,13.15,1
3751,9:56:14 AM,10,26.69,1
4512,6:04:37 PM,75,11.83,1
3388,10:57:22 AM,30,17.16,1
4960,6:39:44 PM,95,17.96,1
2088,3:08:50 PM,88,12.61,1
4129,2:40:10 PM,18,17.08,1
1207,4:26:51 PM,112,11.46,1
2006,6:39:18 PM,21,14.52,1
34,3:25:05 PM,48,28.55,1
149,4:38:23 PM,101,25.74,1
1785,5:04:45 PM,99,16.39,1
1406,5:23:55 PM,48,40.02,1
2766,9:14:24 AM,84,21.63,1
998,4:43:48 PM,41,41.15,1
1850,3:10:17 PM,62,22.43,1
178,9:42:49 AM,90,15.46,1
2096,6:09:27 PM,83,22.56,1
1406,11:45:49 AM,54,42.82,1
3706,7:44:31 PM,76,48.85,1
2430,4:40:47 PM,65,21.2,1
788,8:42:01 PM,107,37.38,1
1722,11:29:44 AM,53,19.52,1
343,9:36:57 AM,63,28.2,1
1384,6:54:35 PM,89,40.79,1
2528,2:53:23 PM,96,12.23,1
1156,4:19:56 PM,104,27.81,1
3274,6:44:38 PM,46,11.82,1
3065,6:14:52 PM,49,24.37,1
2774,8:40:35 PM,69,30.88,1
2570,1:12:01 PM,81,38.85,1
3292,6:33:40 PM,115,17.79,1
2281,2:58:06 PM,45,43.33,1
1065,7:49:40 PM,101,11.71,1
4502,3:57:27 PM,117,28.86,1
593,8:50:16 PM,80,10.82,1
4547,2:50:00 PM,84,38.47,1
4726,7:06:36 PM,98,19.03,1
811,11:23:14 AM,108,42.83,1
3751,3:59:15 PM,58,21.2,1
4646,3:12:36 PM,93,13.92,1
1329,4:42:22 PM,63,31.74,1
1609,9:47:41 AM,73,36.93,1
326,1:55:29 PM,80,38.45,1
1984,10:59:30 AM,21,17.71,1
2052,8:29:51 PM,95,30.27,1
385,3:59:06 PM,63,23.38,1
4311,1:30:22 PM,20,21.22,1
3699,8:05:41 PM,109,14.58,1
4034,8:40:36 PM,13,27.63,1
4041,12:07:04 PM,100,35.84,1
1441,10:29:10 AM,103,16.05,1
4471,6:49:36 PM,14,30.25,1
3219,2:23:32 PM,40,49.62,1
3628,11:22:17 AM,37,27.58,1
4535,4:38:07 PM,52,39.14,1
2192,8:19:20 PM,88,31.44,1
4582,9:24:18 AM,67,49.92,1
2211,5:02:04 PM,21,14.53,1
2366,4:58:08 PM,89,43.1,1
829,7:22:49 PM,28,35.25,1
2622,6:54:48 PM,11,48.38,1
4017,10:49:01 AM,12,33.03,1
4175,1:43:54 PM,108,24.18,1
2988,4:16:56 PM,25,16.73,1
3983,7:58:27 PM,103,27.05,1
2563,3:06:17 PM,89,45.92,1
268,6:10:28 PM,72,29.26,1
4643,1:03:00 PM,75,43.33,1
1277,5:01:19 PM,15,23.12,1
3677,6:21:33 PM,59,22.69,1
2088,2:15:44 PM,92,17.13,1
4417,10:09:35 AM,115,33.84,1
4911,7:34:22 PM,107,42.94,1
1500,10:41:03 AM,95,35.1,1
1790,3:14:56 PM,15,46.48,1
1859,12:59:11 PM,64,24.32,1
4014,1:27:32 PM,46,15.68,1
952,9:23:04 AM,92,10.69,1
1631,12:19:47 PM,80,33.03,1
1507,5:32:52 PM,113,41.64,1
3288,6:01:07 PM,52,33.84,1
4426,7:34:56 PM,118,40.57,1
707,7:40:10 PM,42,42.42,1
2015,2:58:20 PM,72,13.69,1
521,10:07:07 AM,14,35.47,1
1808,5:28:50 PM,75,24.42,1
307,5:47:27 PM,112,46.37,1
1368,8:49:23 PM,12,44.89,1
4178,5:51:44 PM,37,27.02,1
1396,4:37:35 PM,106,14.93,1
4885,4:57:56 PM,52,32.72,1
939,7:30:13 PM,28,15.22,1
471,10:10:19 AM,71,31.18,1
3784,11:03:17 AM,91,47.05,1
2403,8:52:02 PM,72,13.38,1
1775,9:46:26 AM,50,46.59,1
619,1:57:03 PM,98,30.55,1
2627,5:27:35 PM,63,43.65,1
4450,2:23:06 PM,98,32.83,1
143,1:48:12 PM,14,20.88,1
145,12:39:30 PM,113,42.38,1
4337,11:47:32 AM,87,18.52,1
1651,6:18:13 PM,100,40.36,1
434,12:36:59 PM,11,13.16,1
2558,4:21:08 PM,92,38.57,1
4056,12:16:12 PM,120,21.68,1
3018,10:11:43 AM,82,34.32,1
319,9:34:54 AM,63,30.5,1
236,11:38:18 AM,106,17.71,1
1134,8:15:59 PM,113,46.4,1
2764,1:36:40 PM,77,21.25,1
2321,5:26:10 PM,19,43.18,1
1186,7:41:46 PM,46,46.1,1
3220,7:22:28 PM,107,37.78,1
1346,6:56:48 PM,45,42.32,1
3622,8:43:11 PM,24,15.65,1
268,10:53:19 AM,113,11.66,1
1685,10:44:46 AM,80,22.18,1
608,1:08:34 PM,66,37.1,1
1441,4:22:55 PM,60,35.13,1
